COMPOUND_NAME	SACRI_PERIOD	DOSE_LEVEL	RBC(x10_4/ul)	Hb(g/dL)	Ht(%)	MCV(fL)	MCH(pg)	MCHC(%)	Ret(%)	Plat(x10_4/uL)	WBC(x10_2/uL)	Neu(%)	Eos(%)	Bas(%)	Mono(%)	Lym(%)	PT(s)	APTT(s)	Fbg(mg/dL)	ALP(IU/L)	TC(mg/dL)	TG(mg/dL)	PL(mg/dL)	TBIL(mg/dL)	DBIL(mg/dL)	GLC(mg/dL)	BUN(mg/dL)	CRE(mg/dL)	Na(meq/L)	K(meq/L)	Cl(meq/L)	Ca(mg/dL)	IP(mg/dL)	TP(g/dL)	RALB(g/dL)	A/G	AST(IU/L)	ALT(IU/L)	LDH(IU/L)	GTP(IU/L)
ibuprofen		Middle	624	13.4	39.5	63.4	21.5	33.9	8.8	142	45.4	20	1	0	2	77	15.8	22.5	290	1907	75	79	145	0.02	0	193	15	0.2	142	3.9	107	10.8	9.1	5.7	3.2	1.3	79	54	389	1
ibuprofen		Middle	586	13.2	39.4	67.3	22.5	33.5	9	123.7	61.6	21	1	0	1	77	15.2	20.2	298	1713	68	53	124	0.03	0	176	12	0.2	141	4.2	107	10.5	8.3	5.2	3	1.3	90	54	211	1
ibuprofen		Middle	581	12.7	36.9	63.6	21.8	34.3	8.2	153.9	102.8	9	1	0	2	87	15.5	22.1	307	1643	78	122	131	0.01	0	173	12	0.2	141	4.2	106	10.9	9.8	5.4	3.1	1.3	84	47	411	1
ibuprofen		Middle	621	12.9	38.2	61.5	20.8	33.8	7.4	114	78.1	19	1	0	2	77	15.7	22.1	261	1818	61	43	108	0.02	0.01	165	13	0.2	141	4.1	107	10.7	8.1	5.1	2.9	1.3	88	52	214	1
ibuprofen		Middle	605	13.6	39.8	65.8	22.4	34.1	8.3	141.1	72.4	22	1	0	2	74	15.3	26	312	1233	70	93	126	0.03	0	176	10	0.2	142	4.1	109	10.9	10	5.4	2.9	1.1	77	56	250	1
ibuprofen		Middle	594	13.4	39.4	66.3	22.5	34	8.7	130.7	83.9	21	1	0	2	75	15.5	21.6	282	1622	64	64	112	0.01	0.01	169	14	0.2	140	4.8	111	10.3	10	4.8	2.6	1.2	90	54	229	1
ibuprofen		Middle	581	13	39.1	67.2	22.4	33.4	9.4	105.3	69.7	25	1	0	2	71	14.8	22.7	257	1335	80	51	125	0.04	0	172	16	0.2	141	4.2	108	10.5	10.3	5.3	2.8	1.2	76	47	200	1
ibuprofen		Middle	635	13.2	39.8	62.6	20.8	33.2	7.7	127	82.8	17	1	0	4	77	15.9	24.1	278	1832	50	41	87	0.02	0	172	10	0.2	139	4.3	110	10.6	8.8	5.2	2.9	1.3	97	48	333	1
ibuprofen		Middle	610	13.7	40.3	66.1	22.5	34	7.1	110.3	79.9	21	1	0	3	74	16	22.9	256	1454	55	37	103	0.01	0	165	11	0.2	140	4	107	10.5	9.1	5.1	2.7	1.1	77	38	212	1
ibuprofen		Middle	585	12.7	38.9	66.5	21.8	32.8	9.5	122.5	104.3	42	1	0	4	52	15.8	21.6	255	1417	59	37	102	0.01	0	174	15	0.2	141	4.3	111	10.5	9.6	5	2.7	1.2	67	37	189	1
ibuprofen		Middle	650	13.5	40.3	62.1	20.8	33.5	6.4	112.8	104.3	41	0	0	4	54	15.4	21.5	294	1289	76	91	135	0.02	0	181	12	0.2	140	4.8	110	10.7	10.3	5.1	2.8	1.2	72	44	367	1
ibuprofen		Middle	640	13.4	40.8	63.8	21	32.9	6.9	118.6	40.2	17	1	0	2	79	16.1	21.4	265	1248	62	63	121	0.03	0.01	172	12	0.2	140	4.2	108	10.6	11.4	5.2	3	1.4	62	34	250	1
ibuprofen		Middle	599	12.7	37.8	63.1	21.1	33.5	9.2	111.9	131.5	47	0	0	3	49	15.9	21.6	258	897	53	27	94	0.01	0	190	14	0.1	141	4.3	108	10	10.6	4.5	2.5	1.2	66	31	163	2
ibuprofen		Middle	649	13.7	40.7	62.7	21.2	33.7	7	99.4	58.1	28	0	0	2	70	15.6	21.3	271	1632	53	34	95	0.02	0.01	184	12	0.2	141	4	107	11	9.5	5	2.8	1.3	79	41	162	1
ibuprofen		Middle	587	13.3	38.8	66.1	22.8	34.4	8.1	129.9	63.6	33	1	0	2	63	16.1	23.1	350	1287	85	85	147	0	0	184	16	0.2	143	4	106	10.7	6.9	5.3	2.8	1.1	79	48	221	1
ibuprofen		Middle	637	13.9	39.9	62.6	21.8	34.9	7.3	108.5	93.9	22	1	0	5	71	16.7	18.3	309	1329	64	96	131	0	0	187	14	0.1	142	4.2	106	10.5	7.8	5.5	3.1	1.3	68	41	251	2
ibuprofen		Middle	536	11.4	33	61.5	21.3	34.7	7.4	87	105.7	27	1	0	4	67	15.9	22.1	378	998	82	253	150	0	0	179	10	0.1	142	4	109	9.7	7.4	3.9	2	1.1	65	37	225	1
ibuprofen		Middle	594	12.8	38	64	21.6	33.8	7.1	116.7	139.3	17	1	0	6	75	15.8	22.3	380	1238	84	141	158	0.01	0	190	17	0.2	141	4.8	107	10.7	7.4	5.2	2.8	1.1	63	35	155	2
ibuprofen		Middle	630	13.2	39.3	62.4	21	33.6	7.7	116.5	111.6	38	1	0	4	56	16.5	21.8	383	1463	70	131	140	0	0	174	18	0.2	141	4.3	106	10.5	8.5	4.9	2.6	1.1	71	46	201	1
ibuprofen		High	615	13.3	40.1	65.2	21.6	33.1	7.4	126.3	52.3	20	1	0	1	77	15.6	17.6	329	1653	64	54	104	0.02	0	177	14	0.2	143	3.9	109	10.9	10.6	5.4	2.9	1.2	76	67	195	2
ibuprofen		High	598	12.9	38.7	64.6	21.6	33.4	7.9	139.9	49.5	13	0	0	1	85	15.5	21.3	254	1377	75	50	113	0.02	0	154	14	0.2	141	4	106	10.7	10.4	5.4	2.7	1	88	59	260	1
ibuprofen		High	650	14.1	41.6	64	21.6	33.8	6.9	113.5	96.7	26	1	0	3	70	15.6	21.9	261	1568	73	18	109	0.02	0	156	16	0.2	140	4.1	109	10.4	7.9	5.3	2.8	1.1	85	48	339	1
ibuprofen		High	580	13.2	38.2	65.8	22.7	34.5	9.6	107	79.4	15	1	0	1	82	15.9	20.8	279	1857	72	35	113	0.05	0	160	11	0.2	140	4	108	10.5	9.1	5	2.6	1.1	74	38	261	1
ibuprofen		High	611	12.7	37.6	61.6	20.7	33.6	8.8	104.5	69.1	25	1	0	2	72	15.7	21.5	284	1566	65	32	99	0.02	0	163	19	0.2	139	4.2	105	10.7	10.4	5.4	2.7	1	79	49	269	2
ibuprofen		High	622	13.5	40.6	65.2	21.8	33.4	8.3	122.1	64.2	28	1	0	2	69	15.8	21.1	317	1738	49	83	92	0.01	0	181	12	0.2	141	4.4	109	10.6	10.3	5.1	2.7	1.1	67	47	212	1
ibuprofen		High	595	13	38	63.9	21.8	34.2	8.1	113.6	66.6	19	1	0	3	76	15.9	20.8	251	1153	60	38	99	0.01	0	166	14	0.2	139	4	110	10.5	10.2	5.3	3	1.3	75	50	233	1
ibuprofen		High	626	13.3	39.4	62.9	21.2	33.7	8	105.9	69.2	28	1	0	2	68	15.7	19.9	264	1409	45	46	84	0.01	0.01	154	13	0.2	141	4.3	111	10.5	10.2	5.3	2.9	1.2	75	44	208	1
ibuprofen		High	626	13.4	39.7	63.5	21.4	33.8	7.9	122.6	73.8	18	1	0	3	77	15.3	22	282	1708	68	53	117	0.02	0.01	179	14	0.2	140	4	110	10.5	9.4	5.4	3	1.3	85	59	339	1
ibuprofen		High	605	12.9	38.6	63.8	21.3	33.4	8.9	117.7	63.5	24	1	0	3	71	14.8	21.3	303	1669	91	39	145	0.03	0.01	184	11	0.2	140	4.1	108	10.8	9.6	5.5	2.9	1.2	78	44	240	1
ibuprofen		High	653	13.4	40	61.2	20.5	33.4	7.1	113	68.7	18	1	0	2	80	16	21.9	278	1633	53	63	99	0.01	0.01	181	9	0.2	142	4.4	112	10.7	10.5	5.1	2.9	1.3	78	44	313	1
ibuprofen		High	615	13.1	39.7	64.7	21.4	33.1	7.9	118	62.1	26	1	0	4	69	15.3	21.6	283	1732	54	57	99	0.02	0	162	9	0.2	140	3.8	109	10.6	10.4	5.2	2.9	1.3	68	33	214	1
ibuprofen		High	631	13.5	40.4	64	21.3	33.3	7.8	119.4	74	36	0	0	3	60	15.6	23	247	1536	61	54	109	0.02	0.01	194	18	0.2	141	3.9	110	10.5	10.6	5.2	2.9	1.2	79	56	246	1
ibuprofen		High	615	13.3	39.5	64.2	21.6	33.6	8.2	127.5	59.7	42	1	0	2	55	15.6	20.9	258	1475	45	27	83	0.02	0	189	14	0.1	141	4.3	108	10.4	10.1	4.9	2.9	1.4	68	44	260	1
ibuprofen		High	608	13.1	39.4	64.8	21.6	33.3	8.1	122.5	117.2	42	0	0	4	53	15.4	20.6	241	1743	55	31	97	0.01	0.01	176	16	0.2	140	4	110	10.1	9.5	4.6	2.6	1.2	72	40	252	1
ibuprofen		High	583	12.7	37.4	64.1	21.8	34	7.5	103.8	115.6	38	1	0	3	58	15.5	20.9	415	1842	68	102	130	0	0	185	16	0.2	141	4.5	106	10.5	6.8	4.9	2.6	1.1	71	40	219	1
ibuprofen		High	660	13.6	40.1	60.8	20.6	33.9	7.6	112.8	130	28	1	0	6	62	16.5	21.1	380	1467	75	145	136	0	0	174	13	0.2	140	4.4	109	10.3	7.1	4.6	2.4	1.1	76	48	190	1
ibuprofen		High	607	13.3	39.1	64.5	22	34.1	6.7	120.7	155.4	37	0	0	3	58	16.4	20.8	352	1551	64	110	126	0	0.01	175	14	0.2	140	3.9	107	10.7	7	5.1	2.9	1.4	74	45	271	1
ibuprofen		High	656	13.8	39	59.5	21	35.4	5.2	105.6	112.5	35	1	0	4	59	16.9	21.4	342	1486	53	103	121	0.01	0.01	177	14	0.2	143	4.2	107	10.7	6.9	5.5	3.2	1.4	71	39	191	1
ibuprofen		High	591	12	35.3	59.7	20.4	34.1	6.9	100.8	98.6	43	0	0	5	49	15.1	21.2	390	1311	78	61	134	0	0	165	10	0.2	141	4.4	104	10.4	9.8	4.4	2.3	1	71	48	191	1
ibuprofen		control	601	13.4	38.4	63.8	22.3	34.9	5.6	101.7	123.7	10	1	0	2	87	15.8	18.8	312	1740	62	121	128	0.01	0	183	15	0.2	143	3.7	107	11	6.7	5.7	3.1	1.2	84	47	179	1
ibuprofen		control	602	13.4	38.9	64.5	22.2	34.4	6	102.6	85.7	12	1	0	3	83	16.1	22.2	259	2160	71	72	140	0	0	196	19	0.2	140	4.6	105	10.8	6.8	5.3	3	1.3	77	40	157	1
ibuprofen		control	620	13.8	39.3	63.4	22.3	35.1	6.3	115.5	134.8	24	1	0	4	70	15.3	20.7	275	1337	77	89	148	0	0	206	18	0.2	141	4.5	106	10.8	7.9	5.4	3.1	1.3	78	40	336	1
ibuprofen		control	560	12.7	37.1	66.2	22.6	34.2	8.4	115.3	101.2	22	1	0	3	73	15.3	21.5	287	1898	90	68	158	0.02	0	215	17	0.2	142	3.7	106	11.2	8.8	5.6	3.1	1.3	72	45	196	1
ibuprofen		control	582	12.9	38.3	65.8	22.2	33.8	7.1	123.2	105.8	11	1	0	2	86	15.1	18.9	284	1353	85	70	144	0	0	200	17	0.1	141	4.1	104	11.1	8.2	5.3	2.9	1.2	72	52	172	2
ibuprofen		control	614	13.2	37.5	61	21.5	35.3	6.3	123.4	85.1	16	1	0	2	81	15.7	20.9	303	1641	69	74	126	0.01	0	172	18	0.2	140	3.6	104	10.6	7.1	5.6	3.2	1.3	78	48	161	3
ibuprofen		control	609	13.3	37.5	61.5	21.7	35.3	6.7	113.9	143	15	1	0	3	80	16.3	22.2	301	1588	74	138	154	0	0	180	20	0.2	139	4.2	102	10.9	8.1	5.7	3.2	1.3	71	40	167	3
ibuprofen		control	616	12.4	35.9	58.2	20.2	34.7	6.6	108.3	115.9	20	1	0	3	74	16	22.2	301	1580	77	93	141	0	0	175	18	0.2	139	4.6	104	10.2	8.5	5.4	3	1.2	82	55	172	3
ibuprofen		control	575	13.1	37.8	65.7	22.8	34.8	6.9	144.2	169.7	16	0	0	2	81	16.5	19.4	287	1987	60	93	113	0	0	188	18	0.2	138	4.4	104	10.2	7	5.2	2.9	1.3	81	55	199	1
ibuprofen		control	609	13.3	37.9	62.3	21.9	35.1	7	129.2	116.1	12	1	0	2	84	15.8	22.6	272	2919	76	106	147	0.01	0	181	19	0.2	137	4.4	102	10.7	7.5	5.7	3.3	1.3	71	36	152	3
ibuprofen		control	685	14.1	40.9	59.6	20.6	34.6	4.9	121.5	133.1	8	1	0	1	88	15.3	23.5	348	1170	77	105	162	0.01	0	203	21	0.2	141	3.9	102	10.8	8.3	6	3.2	1.2	62	34	126	2
ibuprofen		control	664	14.4	41.9	63.1	21.7	34.3	5.5	116.5	91.6	14	0	0	3	81	16	24.7	376	1603	94	158	196	0.02	0	199	20	0.2	139	4.2	104	11.2	8.1	6.1	3.2	1.1	58	40	128	2
ibuprofen		control	719	14.5	41.1	57.3	20.2	35.4	3.6	93	82.3	16	1	0	1	81	16.5	23	325	1565	72	62	131	0.01	0	172	15	0.2	141	3.9	105	10.5	7.4	5.8	3	1.1	71	36	130	2
ibuprofen		control	701	14.5	42.1	60	20.7	34.5	4.6	100.9	103.5	7	1	0	2	88	16.4	23.9	356	1246	60	88	125	0.01	0	219	21	0.2	141	4.4	107	10.4	7.3	5.5	2.8	1	71	36	103	2
ibuprofen		control	662	13.6	39.5	59.7	20.6	34.5	5.9	147	111.8	13	0	0	3	81	15.7	25.4	371	1542	64	104	131	0.01	0	209	19	0.2	141	4.1	107	10.8	7.2	5.5	2.9	1.1	67	41	105	3
ibuprofen		control	726	14.2	41.5	57.2	19.5	34.1	2.9	101.7	108.7	10	1	0	2	87	16.1	21.2	378	1168	71	180	149	0	0	190	23	0.2	141	4.4	103	11	7	6.2	3	0.9	79	42	235	2
ibuprofen		control	789	15.1	44.3	56.2	19.2	34.1	2.9	104.9	133.4	12	1	0	2	84	17.3	22.2	331	1236	67	111	142	0.01	0	202	19	0.2	142	4	105	10.4	6.6	6.2	3.4	1.2	66	34	140	4
ibuprofen		control	789	15.4	44.5	56.3	19.6	34.7	2.3	126.4	110.3	7	1	0	1	89	17.4	20.5	336	1114	62	192	150	0	0	182	22	0.2	142	3.7	105	10.9	5.7	6.2	3.2	1.1	59	33	156	3
ibuprofen		control	752	14.4	41.7	55.4	19.1	34.5	2.8	106.4	95.7	13	1	0	3	81	17	20.9	324	1299	63	147	139	0	0	202	19	0.2	139	4.6	106	10.8	5.8	5.9	3.1	1.1	60	32	169	3
ibuprofen		control	785	14.8	42.8	54.6	18.8	34.5	2.8	103.5	88.2	14	2	0	3	81	16.5	24.5	332	1138	70	89	143	0	0	204	23	0.2	140	3.9	105	10.6	6.4	6.1	3.3	1.2	67	35	153	3
ibuprofen		Low	625	14.1	41.5	66.4	22.6	34	6.6	115.2	129.2	9	0	0	2	88	15.5	23.2	346	1164	77	136	150	0.01	0	176	14	0.1	142	3.6	104	11.2	8.1	5.7	3.2	1.3	69	37	161	2
ibuprofen		Low	682	14.4	41.9	61.5	21.1	34.3	4.7	104.6	97	21	1	0	2	75	15.5	23.2	273	1352	74	80	139	0	0	192	18	0.2	141	4.7	106	10.9	7.8	5.6	3.3	1.4	80	50	246	1
ibuprofen		Low	623	13.3	39	62.5	21.4	34.2	6.8	133.8	78.3	23	1	0	3	72	15.5	20.3	340	2374	93	139	173	0.01	0	203	16	0.1	142	4.3	107	11.3	7.2	5.5	3.1	1.3	73	38	253	1
ibuprofen		Low	594	13.4	38.4	64.7	22.5	34.8	6.6	98.2	110.6	18	0	0	3	78	15.8	18.9	263	1988	72	70	128	0	0	168	20	0.2	140	4.8	107	11	6.5	5.4	3	1.2	83	47	245	1
ibuprofen		Low	564	12.6	36.7	65	22.3	34.4	8.6	150.8	172.5	26	1	0	5	66	15.2	21.6	283	2361	91	143	173	0	0	175	21	0.2	142	4.8	107	10.6	7.2	5.7	3.1	1.2	70	42	205	1
ibuprofen		Low	583	13.1	37.6	64.5	22.4	34.7	6.5	109.8	126.6	13	1	0	2	82	15.4	19.7	336	2315	73	131	145	0	0	190	17	0.2	141	3.8	106	10.7	6.7	5.8	2.9	1	75	43	146	3
ibuprofen		Low	653	14.2	40.9	62.6	21.7	34.7	5.5	108.6	78	23	1	0	5	69	15.9	23.8	352	1759	77	190	174	0	0	196	17	0.2	139	4.5	104	10.6	8.3	5.7	3	1.1	81	60	206	4
ibuprofen		Low	701	14.1	41.1	58.7	20.2	34.4	4.9	132.5	122.4	22	1	0	3	74	16.1	24	267	1530	68	94	148	0	0	178	18	0.2	139	4.2	105	10.6	6.1	5.5	3	1.2	67	35	185	1
ibuprofen		Low	607	13.6	39.3	64.8	22.4	34.5	7.5	129.5	116.1	13	1	0	2	83	15.8	23.1	327	1347	73	123	145	0.02	0	188	17	0.2	140	3.9	104	10.5	7.2	5.8	3.1	1.2	64	43	154	2
ibuprofen		Low	646	13.2	38.1	58.9	20.5	34.7	4.4	124.4	88.3	26	1	0	2	70	16.5	20.4	273	1335	67	103	142	0	0	165	21	0.2	140	4.3	107	10.2	5.5	5.3	2.9	1.2	78	37	145	1
ibuprofen		Low	656	13.9	40.7	62	21.1	34.1	5.2	121.1	129.7	13	0	0	2	84	15.7	27.6	354	1150	82	162	164	0	0	204	23	0.2	143	4	108	10.7	8.4	5.9	3.1	1.1	73	54	126	3
ibuprofen		Low	647	13.8	39.8	61.6	21.3	34.6	5.6	125.2	127.6	20	1	0	3	76	15.6	23.5	350	1193	80	154	167	0	0	212	18	0.2	142	3.7	107	11	7.8	5.7	3	1.1	73	49	136	2
ibuprofen		Low	708	14.2	41	57.9	20	34.6	4.9	120.8	111.5	19	1	0	2	78	15.7	23.1	318	1702	64	80	131	0.02	0	198	20	0.2	141	4.2	107	10.5	6.5	5.6	3.1	1.2	80	37	139	3
ibuprofen		Low	721	15.4	43.7	60.6	21.3	35.1	2.7	100.3	115.6	14	1	0	2	81	16.4	22.6	332	1661	63	116	135	0.01	0	179	22	0.2	142	3.7	107	10.6	6.6	5.8	3.3	1.3	73	44	143	2
ibuprofen		Low	680	13.8	40	58.9	20.3	34.5	5	117	119.1	13	1	0	2	83	15.7	23.4	344	1221	88	101	153	0	0	193	21	0.2	141	3.8	107	10.1	6.8	5.6	2.9	1.1	68	41	103	2
ibuprofen		Low	764	14.4	41.9	54.8	18.8	34.4	3.4	98.6	66.9	17	2	0	1	79	16.8	26.3	336	1657	69	132	146	0	0	198	19	0.2	143	3.7	106	10.4	5.3	6.1	3.3	1.2	61	31	167	3
ibuprofen		Low	750	14.7	42.5	56.6	19.6	34.7	2.7	91.5	107.7	11	1	0	3	83	16.3	23.1	317	1009	74	141	150	0	0	218	20	0.2	142	4.1	107	10.4	6.1	6	3.1	1	77	44	309	4
ibuprofen		Low	808	15.6	44.8	55.5	19.3	34.9	2	88.8	94.9	12	1	0	2	83	17.1	23.1	295	1377	76	141	164	0.01	0	186	22	0.2	142	3.3	106	10.7	5.3	6.2	3.4	1.3	62	38	123	2
ibuprofen		Low	762	14.7	42.9	56.3	19.2	34.1	3	116.5	110.2	24	1	0	4	69	16.5	22.6	322	1169	71	104	139	0.01	0	182	20	0.2	143	3.8	108	10.7	5.7	6.2	3.4	1.2	70	42	128	2
ibuprofen		Middle	619	13.4	39.9	64.3	21.7	33.7	6.8	123	95.2	14	1	0	2	82	15.9	21.1	309	1568	57	223	132	0	0	190	19	0.2	140	4.8	105	10.6	7	5.5	2.8	1.1	84	46	395	1
ibuprofen		Middle	641	13.7	39.3	61.3	21.3	34.8	6.5	119.5	101.2	16	1	0	3	79	16.4	21.9	325	1427	68	126	132	0	0	183	16	0.2	141	4.2	106	10.9	6.9	5.6	3	1.2	68	37	184	1
ibuprofen		Middle	651	13.6	40.1	61.6	20.8	33.8	6.6	120.7	120.8	30	1	0	2	65	16.1	20.4	332	2002	60	115	115	0	0	177	16	0.2	141	4.1	108	10.7	6.9	5.4	3	1.2	90	54	332	1
ibuprofen		Middle	605	12.4	36.7	60.6	20.5	33.8	6.5	113.8	94.3	19	1	0	3	77	15.6	17.9	378	1046	100	109	167	0	0	194	21	0.1	143	4.4	106	11.2	7.7	5.3	2.8	1.1	73	38	157	2
ibuprofen		Middle	633	13	39	61.5	20.6	33.4	7.3	98.9	164.1	30	0	0	3	66	15.9	21	360	1975	82	81	146	0.01	0	179	17	0.2	142	4.3	107	10.9	7.5	5.2	2.9	1.3	87	50	117	2
ibuprofen		Middle	598	12.9	36.9	61.7	21.5	34.9	9.6	145.9	121.7	21	1	0	3	74	15.4	19.7	306	1118	82	89	156	0	0	181	18	0.2	140	3.6	104	10.7	6.5	5.6	3.1	1.3	83	42	178	2
ibuprofen		Middle	680	13.9	40.3	59.3	20.4	34.4	6	105	143.1	33	1	0	2	64	16	21.4	312	2046	67	149	138	0.01	0	182	17	0.2	140	3.6	106	10.4	6.7	5.5	3.1	1.3	78	40	261	1
ibuprofen		Middle	544	11.8	34.7	63.9	21.7	33.9	10.9	140.6	145.2	33	1	0	2	64	15.7	15.7	324	1249	81	165	168	0	0	181	21	0.2	138	4.4	104	10.8	8	5.4	2.9	1.2	68	45	150	3
ibuprofen		Middle	598	13.3	37.5	62.7	22.2	35.4	4.9	117	98.7	21	1	0	3	75	16.4	23.6	312	1510	69	91	140	0	0	189	17	0.2	139	4.1	106	10.1	7	5.2	2.9	1.2	83	46	156	2
ibuprofen		Middle	605	12.6	37.6	62.2	20.8	33.5	9.8	151.9	158.6	26	1	0	5	66	15.3	22.7	312	957	79	188	170	0.01	0	209	20	0.2	139	4.1	104	10.5	8.1	5.4	2.9	1.2	78	48	193	4
ibuprofen		Middle	703	14.1	41.8	59.5	20	33.6	5.9	106.5	119.8	16	1	0	2	80	15.7	24.6	318	1206	79	122	160	0	0	182	19	0.2	142	4.4	107	10.3	7.5	5.4	2.9	1.2	67	41	131	2
ibuprofen		Middle	665	13.7	41.2	62	20.6	33.3	6.3	90.1	139.8	21	1	0	2	75	16	23.6	297	1148	71	123	148	0	0	183	18	0.2	141	4	108	10.4	8.5	5.5	3	1.2	65	38	138	2
ibuprofen		Middle	695	13.6	40.1	57.7	19.6	34	5	90.9	114.9	18	1	0	4	74	16.9	23.9	336	1109	73	141	147	0.02	0	194	18	0.2	141	3.7	108	10.4	8.2	5.6	3	1.1	72	38	169	2
ibuprofen		Middle	632	14.1	41.1	65.1	22.3	34.3	5.3	111.4	141.3	13	1	0	3	81	15.6	24	360	1213	92	154	173	0	0	210	21	0.2	140	4.3	107	10.7	8.8	5.7	3.1	1.2	60	44	145	3
ibuprofen		Middle	657	14.1	41	62.5	21.5	34.3	5.9	130	117.9	25	1	0	3	69	16.1	22.1	320	1317	68	155	142	0	0	178	21	0.2	141	4.1	109	10.6	7.6	5.6	3	1.2	82	45	155	2
ibuprofen		Middle	767	14.5	43.5	56.7	18.9	33.4	2.9	104.2	103.6	17	1	0	1	79	16.5	22.7	288	1413	69	141	138	0.01	0	172	20	0.2	143	4	107	10.5	6.6	6	3.3	1.2	67	40	160	3
ibuprofen		Middle	784	15	44.7	57	19.2	33.6	2.8	101.8	106.4	17	2	0	2	78	16.7	26.1	371	1108	80	181	168	0	0	190	21	0.2	143	4.1	105	10.8	7.8	6.3	3.3	1.1	66	35	155	3
ibuprofen		Middle	759	14.3	42	55.3	18.8	34	3.1	95	108.4	20	3	0	2	75	17.3	24.9	331	1051	56	83	123	0	0	209	20	0.2	142	3.8	107	10.2	6.3	5.9	3.2	1.2	68	41	124	2
ibuprofen		Middle	775	14.8	42.8	55.3	19.1	34.5	2.2	100.1	80.3	14	1	0	2	82	16.7	23.2	350	1142	70	184	155	0	0	178	19	0.2	142	4.3	107	10.5	6.7	5.9	3.1	1.1	72	46	209	3
ibuprofen		Middle	801	15.3	44.5	55.6	19.1	34.3	3.1	108.9	70.9	34	2	0	2	62	16.3	24	325	1223	84	106	151	0	0	182	20	0.2	142	3.2	103	10.1	6.3	5.8	3.2	1.2	66	42	105	2
ibuprofen		High	549	11.3	33.8	61.5	20.6	33.5	7	107.3	178.7	17	1	0	4	76	15.4	20.4	494	631	92	54	143	0	0	164	12	0.2	141	4.4	109	10.8	7.8	5	2.5	1	63	30	118	2
ibuprofen		High	436	9.2	28.3	64.9	21.1	32.6	11.8	92.2	177.1	31	1	0	6	60	15.1	20	498	732	80	116	138	0.01	0	170	15	0.1	141	4.5	107	10.5	8.3	4.6	2.3	1	57	39	83	1
ibuprofen		High	593	12.5	36.5	61.6	21	34.2	6.7	102.2	160.8	31	1	0	4	64	15.8	20.3	409	1623	79	117	142	0	0	169	20	0.1	141	4.4	108	11	7	5.1	2.8	1.2	71	40	159	2
ibuprofen		High	325	6.9	21.5	66.1	21.2	32	18.1	119.9	219.9	28	1	0	5	63	13.6	20.8	520	464	90	123	151	0.01	0	168	16	0.1	141	4.2	105	9.9	7.7	4.6	2.1	0.8	53	31	109	1
ibuprofen		High	458	9.8	29.4	64.2	21.5	33.5	11.3	135.7	139.2	25	1	0	5	68	15.5	16.7	406	758	89	171	162	0	0	184	18	0.2	140	4.8	105	10.7	8.9	4.9	2.5	1	53	32	144	2
ibuprofen		High	359	7.4	24.6	68.5	20.5	30	34.8	284.6	276.7	24	2	0	4	69	16.8	19.5	398	377	84	170	157	0	0	172	17	0.2	139	4.5	107	9.9	7.5	4.6	2.4	1.1	52	17	229	4
ibuprofen		High	504	10.1	31.3	62.1	20.1	32.4	15.2	194	177.3	28	1	0	3	67	16.8	20.2	317	1158	83	105	151	0.01	0	199	18	0.2	140	4.5	105	10.8	8.2	5.2	2.9	1.3	72	42	108	1
ibuprofen		High	413	9.3	29.5	71.5	22.4	31.4	22.7	184.2	195.8	38	2	0	4	55	16.1	23.1	340	792	79	148	158	0	0	164	19	0.2	140	4.6	106	10.7	7	5	2.5	1.1	58	28	131	1
ibuprofen		High	458	9.1	28.4	62.1	19.8	31.9	16.7	169	241.3	29	1	0	4	65	16.4	19.1	404	706	84	181	162	0	0	188	19	0.2	141	4.1	106	10.6	9.1	5.2	2.6	1	63	27	132	2
ibuprofen		High	516	11.7	35.1	68	22.7	33.4	15.3	158.2	177.6	23	1	0	3	72	16.1	19.4	342	932	90	139	180	0	0	175	20	0.2	142	3.9	104	11	7.1	5.5	2.9	1.1	70	40	125	2
ibuprofen		High	353	6.3	22.3	63.3	18	28.4	27.7	302.4	243.1	29	1	0	5	63	16	19.9	446	370	78	162	152	0.01	0	161	16	0.2	139	4.4	110	9.7	7	4.6	2.2	1	52	21	169	2
ibuprofen		High	356	5.8	22.3	62.8	16.3	26	39.2	245.9	193.3	42	1	0	3	52	17	16.3	390	657	78	261	144	0	0	171	18	0.2	141	4.4	109	10.2	8.4	4.8	2.5	1.1	71	34	107	2
ibuprofen		High	371	7.3	25.4	68.4	19.7	28.8	29.7	250.3	238.4	44	1	0	5	50	16.7	22.8	442	436	72	189	155	0	0	176	14	0.1	142	4.2	105	11.1	10.1	5.1	2.4	0.9	58	22	125	3
ibuprofen		High	395	7.6	26.7	67.5	19.1	28.4	35.7	280.1	184.7	25	2	0	6	66	15.9	19.8	520	433	89	236	177	0	0	135	13	0.2	140	4.2	106	10.3	8.3	4.7	2	0.8	40	26	183	2
ibuprofen		High	298	4.8	19.3	64.7	16	24.7	52.1	293	270.1	37	1	0	6	52	16.7	15.8	478	615	89	348	209	0.01	0	155	16	0.2	140	4.7	110	9.8	8.1	4.6	2	0.8	55	25	145	4
ibuprofen		High	549	9.4	31.6	57.5	17.2	29.9	16.9	163.1	210.5	49	2	0	3	45	16.4	19.7	388	567	79	229	166	0	0	181	18	0.2	141	4.1	106	10.5	6.6	5.4	2.7	1	80	37	263	3
